date,headline,ticker,source,neg,neu,pos,compound,sentiment_label
2026-02-20,Netflix Poised to Shore Up Bid in Heated Warner Bros Acquisition Race - StockInvest.us,NFLX,Google RSS,0.0,0.867,0.133,0.25,positive
2026-02-22,Trump Demands Netflix Fire Board Member Susan Rice - Intellectia AI,NFLX,Google RSS,0.194,0.806,0.0,-0.34,negative
2026-02-20,Netflix (NFLX) Rises Higher Than Market: Key Facts - Yahoo Finance Australia,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,The Netflix-Paramount-Warner Bros. Three-Way Drama Just Keeps Heating Up - Investopedia,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,YouTube Threat Drives Netflix to 52-week Low - 24/7 Wall St.,NFLX,Google RSS,0.379,0.621,0.0,-0.6705,negative
2026-02-18,"Down nearly 40% from its all-time high, is Netflix stock too cheap to ignore?",NFLX,Bing RSS,0.161,0.839,0.0,-0.3612,negative
2026-02-22,"1 Stock-Split Stock to Buy Before It Soars 90%, According to a Wall Street Analyst",NFLX,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,How Low Can Netflix Stock Go?,NFLX,Bing RSS,0.296,0.704,0.0,-0.2732,negative
2026-02-18,Netflix vs. Roku: Which Streaming Stock is the Better Buy-the-Dip Target?,NFLX,Bing RSS,0.0,0.775,0.225,0.4404,positive
2026-02-16,"Vanguard Group Increases Netflix Stake by 0.4%, Boosting Holdings",NFLX,Bing RSS,0.0,0.769,0.231,0.34,positive
2026-02-18,Netflix: Global Category Killer With Accelerating Growth Plans,NFLX,Bing RSS,0.333,0.465,0.202,-0.4019,negative
2026-02-16,Netflix Is A Dip Worth Buying With Its Warner Bros. Acquisition,NFLX,Bing RSS,0.0,0.84,0.16,0.2263,positive
2026-02-22,Trump Demands Netflix Oust Board Member Amid Merger Fight,NFLX,Yahoo RSS,0.245,0.755,0.0,-0.3818,negative
2026-02-22,Trump Demands Netflix Oust Susan Rice From Board,NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery,NFLX,Yahoo RSS,0.262,0.738,0.0,-0.5994,negative
2026-02-21,Trump threatens Netflix with ‘consequences’ over Rice board seat,NFLX,Yahoo RSS,0.245,0.755,0.0,-0.3818,negative
2026-02-21,DOJ Probes Netflix’s Power Over Filmmakers in Warner Deal Review,NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Netflix quietly pulls the plug on millions of devices,NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Netflix Vs. ByteDance: Streaming Giant Wants Elon Musk, Squid Game AI Videos To Stop, Warns TikTok Parent With Litigation",NFLX,Yahoo RSS,0.252,0.748,0.0,-0.5267,negative
2026-02-21,Justice Department Probes The Impact Of Warner Bros. Sale On Theatre Businesses: Report,NFLX,Yahoo RSS,0.0,0.779,0.221,0.5267,positive
2026-02-21,MarketBeat Week in Review – 02/16 - 02/20,NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Gary Black Says Netflix Will Emerge As 'Victor' In Warner Bros. Takeover Bid, Sees Stock Rebound To $100 Even If Paramount Wins",NFLX,Yahoo RSS,0.0,0.85,0.15,0.5719,positive
2026-02-20,Netflix (NFLX) Rises Higher Than Market: Key Facts,NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Want to Win the Warner Bros. Discovery Takeover Battle? ‘Walk Away Now.’,NFLX,Yahoo RSS,0.156,0.539,0.305,0.3612,positive
2026-02-20,These Experts Think Netflix Will Be Fine Even If It Doesn't Get to Buy Warner Bros.,NFLX,Yahoo RSS,0.0,0.893,0.107,0.2023,positive
2026-02-20,Can Paramount Skydance bid beyond $30 per share for WBD?,NFLX,Yahoo RSS,0.0,0.804,0.196,0.296,positive
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy?,NFLX,Yahoo RSS,0.0,0.645,0.355,0.6705,positive
2026-02-20,"Netflix doesn't need the Warner Bros. deal, but its rivals might",NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Netflix to Face Substantial Regulatory Scrutiny for Warner Bros. Merger, Wedbush Says",NFLX,Yahoo RSS,0.0,0.859,0.141,0.2023,positive
2026-02-20,Netflix Ready To Raise WBD Bid,NFLX,Yahoo RSS,0.0,0.667,0.333,0.3612,positive
2026-02-20,"Warner Bros. is a 'must have' for Paramount, MNTN CEO says",NFLX,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Where Will Microsoft Be in 1 Year? - The Motley Fool,MSFT,Google RSS,0.225,0.775,0.0,-0.4404,negative
2026-02-21,Microsoft Stock Slides as Analysts Double Down on AI - TipRanks,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Down 15%, Should You Buy the Dip on Microsoft? - The Motley Fool",MSFT,Google RSS,0.195,0.805,0.0,-0.4404,negative
2026-02-20,Why Microsoft Stock (MSFT) Volatility Doesn’t Scare the Options Market - TipRanks,MSFT,Google RSS,0.225,0.775,0.0,-0.4939,negative
2026-02-19,Why Microsoft Stock Could Soon Stage A Rebound - Forbes,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Could Buying Microsoft Stock Today Set You Up for Life? - The Globe and Mail,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Microsoft’s stock is trading at a rare discount to Alphabet’s, as the ‘Magnificent Seven’ reshuffle intensifies - MarketWatch",MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Microsoft Stock: This Butterfly Trade Offers Bullish Exposure And Big Payoff Potential - Investor's Business Daily,MSFT,Google RSS,0.0,0.857,0.143,0.3612,positive
2026-02-19,Microsoft: This AI Selloff Could Be The Buying Opportunity Investors Miss (NASDAQ:MSFT) - Seeking Alpha,MSFT,Google RSS,0.092,0.747,0.161,0.296,positive
2026-02-19,Key facts: Microsoft stock dips post-Q4; board member buys $2M shares; Azure data storage surges - TradingView,MSFT,Google RSS,0.0,0.879,0.121,0.296,positive
2026-02-22,Could Buying Microsoft Stock Today Set You Up for Life? - The Motley Fool,MSFT,Google RSS,0.182,0.818,0.0,-0.4404,negative
2026-02-18,Investors Dump Microsoft Shares Despite Largest Earnings Beat in Company History - Yahoo Finance,MSFT,Google RSS,0.155,0.714,0.131,-0.1027,negative
2026-02-22,Does Microsoft Deserve Its Decade-Low Multiple? - 24/7 Wall St.,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Microsoft Stock Slopes Down To Lowest Point in Months; Is The Stock A Buy Now? - Investor's Business Daily,MSFT,Google RSS,0.126,0.874,0.0,-0.3818,negative
2026-02-22,Software stocks are sliding. Is it time to 'buy the dip'? - USA Today,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Will Microsoft’s stock finally rebound? A board member just bet $2 million on a turnaround. - MarketWatch,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Stock-Split Watch: Is Microsoft Next? - The Motley Fool,MSFT,Google RSS,0.266,0.734,0.0,-0.4404,negative
2026-02-17,Why Microsoft Stock Is Bracing For A Bull Run - Forbes,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Down 15%, Should You Buy the Dip on Microsoft? - Yahoo Finance",MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Morgan Stanley Pounds the Table: Microsoft is the Most Under-Owned Stock - 24/7 Wall St.,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Microsoft's Plunge Is A Gift (NASDAQ:MSFT) - Seeking Alpha,MSFT,Google RSS,0.0,0.734,0.266,0.4404,positive
2026-02-19,Microsoft or Alphabet: Which Stock Is More Likely to Be a Millionaire Maker? - The Motley Fool,MSFT,Google RSS,0.153,0.847,0.0,-0.4404,negative
2026-02-19,Palantir vs. Microsoft Stock: Which Is Wall Street More Bullish On? - Yahoo Finance,MSFT,Google RSS,0.0,0.823,0.177,0.4201,positive
2026-02-21,History Says Now Is the Time to Buy These 2 Brilliant Stocks - The Motley Fool,MSFT,Google RSS,0.14,0.676,0.184,0.2263,positive
2026-02-22,Microsoft or Amazon: Billionaire Steve Cohen Pulls the Trigger on One Top AI Stock - TipRanks,MSFT,Google RSS,0.0,0.8,0.2,0.3612,positive
2026-02-20,Microsoft: Why I Set A $370 Buy Order (NASDAQ:MSFT) - Seeking Alpha,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Palantir vs. Microsoft Stock: Which Is Wall Street More Bullish On? - The Motley Fool,MSFT,Google RSS,0.155,0.695,0.149,-0.0276,neutral
2026-02-21,Microsoft Stock In For Some Relief? Board Member Scoops Up $2M In MSFT After Sharp Slide - Stocktwits,MSFT,Google RSS,0.0,0.846,0.154,0.4767,positive
2026-02-17,"‘A Lose-Lose Situation,’ Says Analyst as Microsoft Stock (MSFT) Faces Downgrade - TipRanks",MSFT,Google RSS,0.161,0.839,0.0,-0.3182,negative
2026-02-20,Alphabet vs. Microsoft: Which Stock Has More Potential? - NAI500,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-15,Should You Buy the Dip in Microsoft Stock? - Nasdaq,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Microsoft Stock (MSFT) Opinions on Citi Buy Reiteration - Quiver Quantitative,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-15,Should You Buy the Dip in Microsoft Stock? - The Motley Fool,MSFT,Google RSS,0.209,0.791,0.0,-0.4404,negative
2026-02-19,Microsoft (MSFT) Key Insider Buys $1.98M in Stock — Bullish Signal for Investors? - TipRanks,MSFT,Google RSS,0.0,0.848,0.152,0.3612,positive
2026-02-17,Microsoft stock is a bargain: is it safe to buy the dip? - TradingView,MSFT,Google RSS,0.0,0.719,0.281,0.5719,positive
2026-02-22,"MSFT Stock Today, February 22: OpenAI Valuation Soars on $100B Round - Meyka",MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Is Microsoft Corporation (MSFT) The Most Profitable Software Stock to Buy Now? - Yahoo Finance,MSFT,Google RSS,0.0,0.814,0.186,0.4927,positive
2026-02-19,Nvidia or Microsoft: Billionaire Ken Griffin Bets Big on One Top AI Stock - TipRanks,MSFT,Google RSS,0.0,0.886,0.114,0.2023,positive
2026-02-20,MSFT Stock vs. PANW: Choosing The Best Growth Engine For Your Portfolio - Forbes,MSFT,Google RSS,0.0,0.638,0.362,0.7783,positive
2026-02-21,Microsoft Stock Forecast: Trending Strong Buy Among Analysts - TipRanks,MSFT,Google RSS,0.0,0.732,0.268,0.5106,positive
2026-02-22,Why Microsft (MSFT) stock is on the brink of collapse - Finbold,MSFT,Google RSS,0.225,0.775,0.0,-0.4939,negative
2026-02-20,Microsoft Stock (NASDAQ:MSFT) Slips as its Prominence in the Carbon Removal Market Emerges - TipRanks,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Investors Dump Microsoft Shares Despite Largest Earnings Beat in Company History - 24/7 Wall St.,MSFT,Google RSS,0.146,0.73,0.124,-0.1027,negative
2026-02-20,Microsoft Stock in Focus -- Citi Reiterates 'Buy' Rating on AI Cloud Momentum - TradingView,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Alphabet (GOOGL) Stock Overtakes Apple and Microsoft as America's Most Profitable Company - CoinCentral,MSFT,Google RSS,0.0,0.803,0.197,0.4927,positive
2026-02-21,Where Will Microsoft Be in 1 Year? - The Globe and Mail,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,These Funds Have the Largest Stakes In Microsoft - Morningstar,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Gladstone Capital Management Trims Microsoft Stake by 21,789 Shares - The Globe and Mail",MSFT,Google RSS,0.0,0.855,0.145,0.296,positive
2026-02-18,New AI-Related Bug Does Not Dampen Microsoft Stock (NASDAQ:MSFT) - TipRanks,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Microsoft Stock Trades As If ChatGPT Never Happened: Is It A Buy Now? - Microsoft (NASDAQ:MSFT) - Benzinga,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Microsoft Stock Is Triggering a Bull Run as a 110% Surge in AI Contracts Creates a $625 Billion Revenue Stream - TipRanks,MSFT,Google RSS,0.0,0.909,0.091,0.2732,positive
2026-02-19,Microsoft or Alphabet: Which Stock Is More Likely to Be a Millionaire Maker? - Yahoo Finance,MSFT,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,“Project Silica” Breakthrough Does Little Good for Microsoft Stock (NASDAQ:MSFT) - TipRanks,MSFT,Google RSS,0.0,0.808,0.192,0.3832,positive
2026-02-20,"H&H International Investment Boosts Microsoft Stake by 579,800 Shares - The Globe and Mail",MSFT,Google RSS,0.0,0.727,0.273,0.5423,positive
2026-02-17,Why Microsoft Stock Is Bracing For A Bull Run,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,MSFT Stock vs. PANW: Choosing The Best Growth Engine For Your Portfolio,MSFT,Bing RSS,0.0,0.595,0.405,0.7783,positive
2026-02-18,Stock-split watch: Is Microsoft next?,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Will Microsoft’s stock finally rebound? A board member just bet $2 million on a turnaround.,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Where Will Microsoft Be in 1 Year?,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-16,Should you buy the dip in Microsoft stock?,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Microsoft’s stock is trading at a rare discount to Alphabet’s, as the ‘Magnificent Seven’ reshuffle intensifies",MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Microsoft: Why I Set A $370 Buy Order,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Morgan Stanley Pounds the Table: Microsoft is the Most Under-Owned Stock,MSFT,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,The next Nvidia growth wave is coming from an unlikely place,MSFT,Yahoo RSS,0.0,0.794,0.206,0.3818,positive
2026-02-22,"CoStar Group, Inc. (CSGP) Lauches Homes AI",MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,‘Money's moving out of tech’: Wall Street weighs stock market winners amid the AI scare trade,MSFT,Yahoo RSS,0.158,0.69,0.153,-0.0258,neutral
2026-02-22,Could Buying Microsoft Stock Today Set You Up for Life?,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,How Apple’s Lazy AI Strategy Could Crush the Competition,MSFT,Yahoo RSS,0.369,0.631,0.0,-0.4767,negative
2026-02-22,"This ""Magnificent Seven"" Stock Is Down 22%. Buy It Before It Sets a New All-Time High.",MSFT,Yahoo RSS,0.0,0.794,0.206,0.5994,positive
2026-02-22,Does Microsoft Deserve Its Decade-Low Multiple?,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Here's Walmart's $1 trillion secret,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Citi Cuts Snowflake (SNOW) Price Target to $270 but Maintains Buy Rating,MSFT,Yahoo RSS,0.127,0.873,0.0,-0.1531,negative
2026-02-22,Wall Street’s Latest Bet Is on ‘HALO’ Companies With AI Immunity,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Nvidia Wants to Be the Brain of Consumer PCs Once Again,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Software stocks are sliding. Is it time to 'buy the dip'?,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,The Artificial Intelligence (AI) Infrastructure Stock That Hyperscalers Are Fighting Over for 2026,MSFT,Yahoo RSS,0.151,0.663,0.187,0.1531,positive
2026-02-21,History Says Now Is the Time to Buy These 2 Brilliant Stocks,MSFT,Yahoo RSS,0.0,0.743,0.257,0.5859,positive
2026-02-21,Ray Dalio Sours On America And Sold These Tech Stocks,MSFT,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,MSFT,Yahoo RSS,0.0,0.652,0.348,0.7506,positive
2026-02-21,"Microsoft CEO Satya Nadella says Bill Gates told him his big bet on OpenAI would be a flop: ‘Yeah, you’re going to burn this billion dollars’",MSFT,Yahoo RSS,0.088,0.912,0.0,-0.34,negative
2026-02-21,Nextech3D.ai sees revenue growth surge in Q3 - ICYMI,MSFT,Yahoo RSS,0.0,0.755,0.245,0.3818,positive
2026-02-21,‘I have a chip on my shoulder.’ Phoebe Gates wants her $185 million AI startup Phia to succeed with ‘no ties to my privilege or my last name’,MSFT,Yahoo RSS,0.0,0.82,0.18,0.6908,positive
2026-02-22,Nvidia’s Stock Is So Stuck Even Blowout Earnings May Not Lift It - Bloomberg,NVDA,Google RSS,0.168,0.832,0.0,-0.3851,negative
2026-02-22,Billionaire Stanley Druckenmiller Still Isn't Buying Nvidia. But He Recently Picked Up Shares of This AI Stock That's Among the Cheapest of the Magnificent Seven. - The Motley Fool,NVDA,Google RSS,0.101,0.684,0.214,0.6486,positive
2026-02-22,Google Gave Amazing News to Nvidia and Broadcom Stock Investors - Nasdaq,NVDA,Google RSS,0.0,0.743,0.257,0.5859,positive
2026-02-21,"Billionaire Israel Englander Sells Nvidia Stock and Buys an AI Stock Up 2,000% Since Early 2023 - Yahoo Finance",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Ahead of Earnings, Is Nvidia Stock a Buy, a Sell, or Fairly Valued? - Morningstar",NVDA,Google RSS,0.0,0.828,0.172,0.4404,positive
2026-02-21,"‘Time to Stock Up,’ Says Top Analyst Ruben Roy About Nvidia Stock (NVDA) After Meta Deal - TipRanks",NVDA,Google RSS,0.0,0.904,0.096,0.2023,positive
2026-02-19,"Nvidia Dumped It, Cathie Wood Bought It. A Pharma Stock Is Splitting the Market. - Barron's",NVDA,Google RSS,0.153,0.847,0.0,-0.4019,negative
2026-02-20,Here's the one market theme that could steal attention from Nvidia next week - CNBC,NVDA,Google RSS,0.186,0.814,0.0,-0.4939,negative
2026-02-19,The Stock That’s Quietly Outperformed NVIDIA 3-to-1 Since 2023 - 24/7 Wall St.,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Wall Street sets Nvidia stock price target for next 12 months - Finbold,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Here's My Highest Conviction AI Stock to Buy Right Now (HINT: It Recently Partnered with Nvidia) - The Motley Fool,NVDA,Google RSS,0.132,0.868,0.0,-0.4404,negative
2026-02-19,"Ahead of Earnings, Is Nvidia Stock a Buy, a Sell, or Fairly Valued? - Morningstar Canada",NVDA,Google RSS,0.0,0.838,0.162,0.4404,positive
2026-02-22,How Will Dow Jones Futures Open After Trump Hikes Global Tariff To 15%? - Investor's Business Daily,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,5 big analyst AI moves: Nvidia stock ’likely to outperform in 2H26’ - Investing.com,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Nvidia Nears $30 Billion OpenAI Deal With Earnings Due; Is Nvidia A Buy Now? - Investor's Business Daily,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Congressman Has Sold Nvidia Stock Each Year Since 2022, Missing Out On 631% Gain - Yahoo Finance",NVDA,Google RSS,0.107,0.728,0.165,0.296,positive
2026-02-21,Should You Buy Nvidia Stock Before Earnings? - The Motley Fool,NVDA,Google RSS,0.225,0.775,0.0,-0.4404,negative
2026-02-20,"Nvidia Stock, After Big Meta Chip News, Sets Up Ahead Of Quarterly Earnings Report - Investor's Business Daily",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Moomoo Is Offering 8.1% APY and Up to $1,000 in Nvidia Stock for New Users - Yahoo Finance",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Prediction: This Will Be Nvidia's Stock Price by the End of 2026 - The Motley Fool,NVDA,Google RSS,0.162,0.838,0.0,-0.4404,negative
2026-02-20,"Nvidia Looks For Boost From Q4 Earnings, GTC News - Investor's Business Daily",NVDA,Google RSS,0.0,0.816,0.184,0.4019,positive
2026-02-20,"Billionaire Philippe Laffont Sells Nvidia Stock and Buys a Stock-Split Stock Up 20,000% in 20 Years - Yahoo Finance",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Prediction: 2 Stocks That Should Be Worth More Than Nvidia 10 Years From Now - The Motley Fool,NVDA,Google RSS,0.139,0.769,0.091,-0.25,negative
2026-02-19,3 Trillion Reasons Why Nvidia Is a Phenomenal Stock to Buy Right Now - The Motley Fool,NVDA,Google RSS,0.153,0.847,0.0,-0.4404,negative
2026-02-22,This Is What I'll Be Looking for When Nvidia Reports on Feb. 25 - The Motley Fool,NVDA,Google RSS,0.153,0.847,0.0,-0.4404,negative
2026-02-19,Bold Prediction: Nvidia Is About to Soar. Here's Why. - The Motley Fool,NVDA,Google RSS,0.176,0.667,0.158,-0.0772,neutral
2026-02-20,Nvidia Stock: Deep Discount Before Earnings (NASDAQ:NVDA) - Seeking Alpha,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,February 26 Could Be a Huge Day for the Stock Market - The Motley Fool,NVDA,Google RSS,0.159,0.714,0.126,-0.1531,negative
2026-02-19,"The Best Stocks to Buy with $1,000 in February: Why NVIDIA Is a Steal - 24/7 Wall St.",NVDA,Google RSS,0.137,0.684,0.179,0.25,positive
2026-02-22,"Top RBC Capital Analyst Is Bullish on Nvidia Stock (NVDA), Expects ‘Solid’ Q4 Earnings - TipRanks",NVDA,Google RSS,0.0,0.765,0.235,0.5106,positive
2026-02-22,"1 Stock to Buy, 1 Stock to Sell This Week: Nvidia, Intuit - Investing.com",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Bank of America resets Nvidia stock forecast - thestreet.com,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Prediction: Nvidia Stock Will Drop After Feb. 25 - The Motley Fool,NVDA,Google RSS,0.333,0.667,0.0,-0.6124,negative
2026-02-20,Nvidia: Why The Stock Is Still A Buy Here (NASDAQ:NVDA) - Seeking Alpha,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Nvidia Sold Its Stakes in These Firms. The Stocks Are Sliding. - Investopedia,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Meta Platforms Just Gave Incredible News for Nvidia Investors - The Motley Fool,NVDA,Google RSS,0.195,0.805,0.0,-0.4404,negative
2026-02-22,"What to Expect in Markets This Week: Earnings From Nvidia, Home Depot, Banks, and Berkshire; Trump Speech - Investopedia",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Can Nvidia’s stock approach $400? Here’s why earnings may mark the start of a big rally. - MarketWatch,NVDA,Google RSS,0.0,0.881,0.119,0.3182,positive
2026-02-21,History Says Now Is the Time to Buy These 2 Brilliant Stocks - The Motley Fool,NVDA,Google RSS,0.14,0.676,0.184,0.2263,positive
2026-02-21,2 AI Stocks Soaring Over 400% That Could Be the Next Nvidia - Investing.com,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,"Nvidia, Warner Bros., Berkshire Hathaway, Home Depot, and More Stocks to Watch This Week - Barron's",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,3 Trillion Reasons Why Nvidia Is a Phenomenal Stock to Buy Right Now - Nasdaq,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Nvidia stock jittery ahead of next week's results: what to expect - TradingView,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Should You Buy Nvidia Stock Before Earnings? - Yahoo Finance,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Here's My Highest Conviction AI Stock to Buy Right Now (HINT: It Recently Partnered with Nvidia) - Nasdaq,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Wall St Week Ahead Nvidia, software reports pose next tests for AI-sensitive stock market - Reuters",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,The Artificial Intelligence (AI) Infrastructure Stock That Hyperscalers Are Fighting Over for 2026 - The Motley Fool,NVDA,Google RSS,0.24,0.622,0.138,-0.3182,negative
2026-02-20,Prediction: 2 Stocks That Should Be Worth More Than Nvidia 10 Years From Now - Nasdaq,NVDA,Google RSS,0.0,0.888,0.112,0.2263,positive
2026-02-20,Prediction: These 2 Artificial Intelligence (AI) Stocks Will Soar After Feb. 26 (Hint: Not Nvidia) - The Motley Fool,NVDA,Google RSS,0.126,0.739,0.135,0.0516,neutral
2026-02-19,"2 AI Stocks to Buy Before They Soar 37% and 108%, According to Wall Street Analysts - The Motley Fool",NVDA,Google RSS,0.132,0.868,0.0,-0.4404,negative
2026-02-17,Nvidia Announces AI Partnership With Meta Platforms - Investor's Business Daily,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,The next Nvidia growth wave is coming from an unlikely place - thestreet.com,NVDA,Google RSS,0.0,0.822,0.178,0.3818,positive
2026-02-20,"Nvidia Stock Rises. It’s Nearing $30 Billion OpenAI Investment, Report Says. - Barron's",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Nvidia Earnings on Feb. 25: What History Tells Us About Nvidia Stock's Post-Earnings-Release Moves - The Motley Fool,NVDA,Google RSS,0.146,0.854,0.0,-0.4404,negative
2026-02-21,Prediction: This Will Be Nvidia's Stock Price in 5 Years - Nasdaq,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Ahead of Q4 Earnings, Let’s Look at Who Owns Nvidia Stock (NVDA) - TipRanks",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,"NVIDIA’s (NVDA) Cost of Ownership is Lower Than What People Think, Says Jim Cramer - Yahoo Finance",NVDA,Google RSS,0.121,0.879,0.0,-0.296,negative
2026-02-19,Nvidia Dumped Recursion Pharmaceuticals Stock. Should You? - Yahoo Finance,NVDA,Google RSS,0.231,0.769,0.0,-0.4019,negative
2026-02-20,"Stocks to watch next week: Nvidia, HSBC, Rolls-Royce, Diageo and Aston Martin - Yahoo Finance UK",NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Google Gave Amazing News to Nvidia and Broadcom Stock Investors - The Motley Fool,NVDA,Google RSS,0.155,0.642,0.203,0.2263,positive
2026-02-22,"NVIDIA Corporation (NVDA) Gains on Expanded Meta Partnership, Stifel Sees Structural AI Alignment - Yahoo Finance",NVDA,Google RSS,0.0,0.862,0.138,0.34,positive
2026-02-22,IFC Advisors LLC Has $11.22 Million Stock Position in NVIDIA Corporation $NVDA - MarketBeat,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Argent Advisors Inc. Has $5.65 Million Stock Position in NVIDIA Corporation $NVDA - MarketBeat,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Wall Street ends down as Nvidia slides and private equity stocks sink - Reuters,NVDA,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Traders brace for Trump's new tariff plan, possible Iran attack and Nvidia earnings - CNBC",NVDA,Google RSS,0.181,0.819,0.0,-0.4767,negative
