date,headline,ticker,source,neg,neu,pos,compound,sentiment_label
2026-02-20,Amazon service was taken down by AI coding bot - Financial Times,AMZN,Google RSS,0.0,0.866,0.134,0.1779,positive
2026-02-17,"Stock Market Today, Feb. 17: Amazon Rises After Nine-Day Slide Ends on AI Investment Reassessment - The Motley Fool",AMZN,Google RSS,0.134,0.787,0.079,-0.296,negative
2026-02-20,Nvidia Isn’t the Only Answer. Amazon’s AI Bet Favors This Chip Stock - NAI500,AMZN,Google RSS,0.0,0.867,0.133,0.25,positive
2026-02-17,Amazon Is Working On an AI Content Marketplace for Publishers. Could This Move Send the Stock Soaring? - The Motley Fool,AMZN,Google RSS,0.123,0.805,0.072,-0.296,negative
2026-02-15,Is Wall Street Wrong About Amazon Stock? - The Motley Fool,AMZN,Google RSS,0.382,0.51,0.108,-0.6486,negative
2026-02-18,Amazon stock jumps 3%: is the AI selloff finally breaking? - TradingView,AMZN,Google RSS,0.0,0.866,0.134,0.1779,positive
2026-02-21,3 Brilliant Growth Stocks to Buy Now and Hold for the Long Term - Yahoo Finance,AMZN,Google RSS,0.0,0.686,0.314,0.7506,positive
2026-02-21,"Amazon.com Stock Can Sink, Here Is How - Trefis",AMZN,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Billionaire Seth Klarman of Baupost Group Is Piling Into Dual Industry Leader Amazon and Dumping Shares of a High-Flying Chief Rival - The Motley Fool,AMZN,Google RSS,0.173,0.698,0.13,-0.3182,negative
2026-02-22,Walmart vs. Amazon: Which Trillion-Dollar Stock Is a Better Buy Right Now? - AOL.com,AMZN,Google RSS,0.0,0.723,0.277,0.5574,positive
2026-02-18,AMZN: Amazon Stock on Cusp of Bear Market After 9 Red Days in a Row. What’s Next? - TradingView,AMZN,Google RSS,0.0,0.914,0.086,0.1779,positive
2026-02-19,"The Best Stocks to Invest $2,000 in Right Now - The Motley Fool",AMZN,Google RSS,0.16,0.608,0.232,0.3182,positive
2026-02-18,"Amazon Stock In Focus: Warren Buffett Cuts Stake, Bill Ackman Loads Up In Divergent Bets - Stocktwits",AMZN,Google RSS,0.116,0.794,0.09,-0.128,negative
2026-02-19,Amazon dethrones Walmart as world’s biggest company by sales - The Detroit News,AMZN,Google RSS,0.0,0.876,0.124,0.1779,positive
2026-02-19,Amazon Just Shared Great News for This AI Chipmaker (Hint: Not Nvidia) - The Motley Fool,AMZN,Google RSS,0.126,0.519,0.355,0.6486,positive
2026-02-20,Amazon: History Rhymes As E-Commerce Playbook Meets AI (NASDAQ:AMZN) - Seeking Alpha,AMZN,Google RSS,0.0,0.866,0.134,0.1779,positive
2026-02-21,Amazon stock jumps on tariff court shock; AWS outage report keeps AMZN in focus next week - TechStock²,AMZN,Google RSS,0.128,0.788,0.084,-0.2263,negative
2026-02-19,"Billionaire Stanley Druckenmiller Sells Meta Platforms Stock and Buys an AI Stock Up 210,000% Since Its IPO - The Motley Fool",AMZN,Google RSS,0.127,0.873,0.0,-0.4404,negative
2026-02-18,Key facts: Amazon's stock rises; CEO highlights AI investment; union seeks mediation - TradingView,AMZN,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-15,Amazon Stock Just Did Something Last Seen in 2006. It Signals a Big Move in the Next Year if History Repeats Itself. - Yahoo Finance,AMZN,Google RSS,0.0,0.934,0.066,0.1779,positive
2026-02-21,Key facts: Amazon forecasts $200B in capital expenditures; stock down 13%; Berkshire cuts stake by 77% - TradingView,AMZN,Google RSS,0.111,0.804,0.085,-0.128,negative
2026-02-19,This Is A Stock Picker's Market (undefined:AMZN) - Seeking Alpha,AMZN,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Dow's 134-point rally highlighted by gains in shares of Amazon.com Inc., Apple - MSN",AMZN,Google RSS,0.0,0.615,0.385,0.7096,positive
2026-02-18,Did Warren Buffett Give Up on Amazon? He Sold 77% Before Leaving - Yahoo Finance,AMZN,Google RSS,0.0,0.892,0.108,0.1779,positive
2026-02-22,Could Amazon Stock Gain 79% This Year? 1 Wall Street Analyst Thinks So.,AMZN,Bing RSS,0.0,0.683,0.317,0.6249,positive
2026-02-20,Amazon Stock Still Makes No Sense,AMZN,Bing RSS,0.278,0.506,0.215,-0.128,negative
2026-02-22,"This ""Magnificent Seven"" Stock Is Down 22%. Buy It Before It Sets a New All-Time High.",AMZN,Bing RSS,0.0,0.794,0.206,0.5994,positive
2026-02-20,Amazon stock climbs after Trump tariff ruling. E-commerce stocks jump.,AMZN,Bing RSS,0.0,0.841,0.159,0.1779,positive
2026-02-22,Analysts Maintain Buy on Amazon (AMZN) Despite 18% Share Depreciation,AMZN,Bing RSS,0.163,0.69,0.147,-0.0485,neutral
2026-02-19,"Amazon: Exploding CapEx, But Closer To Intrinsic Value",AMZN,Bing RSS,0.0,0.574,0.426,0.5346,positive
2026-02-22,The next Nvidia growth wave is coming from an unlikely place,AMZN,Yahoo RSS,0.0,0.794,0.206,0.3818,positive
2026-02-22,Arohi Asset Exits a Big Software Bet by Selling 1.7M DoubleVerify (DV) Shares Worth $20.6 Million,AMZN,Yahoo RSS,0.0,0.663,0.337,0.6808,positive
2026-02-22,"Amazon (AMZN) Feels Misunderstood, Says Jim Cramer",AMZN,Yahoo RSS,0.264,0.549,0.187,-0.1779,negative
2026-02-22,"Amazon.com, Inc. (AMZN) Named Top AI Pick as Morgan Stanley Sees AWS Acceleration and Agentic Upside",AMZN,Yahoo RSS,0.0,0.893,0.107,0.2023,positive
2026-02-22,‘Money's moving out of tech’: Wall Street weighs stock market winners amid the AI scare trade,AMZN,Yahoo RSS,0.158,0.69,0.153,-0.0258,neutral
2026-02-22,How Apple’s Lazy AI Strategy Could Crush the Competition,AMZN,Yahoo RSS,0.369,0.631,0.0,-0.4767,negative
2026-02-22,Axiom Space Raises $350 Million for Its New Private Space Station,AMZN,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,3 Stocks to Buy and Hold Forever: A Long-Term Play for Your Portfolio,AMZN,Yahoo RSS,0.0,0.833,0.167,0.34,positive
2026-02-22,5 big analyst AI moves: Nvidia stock ’likely to outperform in 2H26’,AMZN,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Walmart vs. Amazon: Which Trillion-Dollar Stock Is a Better Buy Right Now?,AMZN,Yahoo RSS,0.0,0.685,0.315,0.5574,positive
2026-02-22,The Artificial Intelligence (AI) Infrastructure Stock That Hyperscalers Are Fighting Over for 2026,AMZN,Yahoo RSS,0.151,0.663,0.187,0.1531,positive
2026-02-22,Broadcom's bold AI opportunity: Bank of America resets expectations,AMZN,Yahoo RSS,0.0,0.565,0.435,0.6597,positive
2026-02-22,"Jefferies Upgrades BETA Technologies, Inc. (BETA) to Buy",AMZN,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Maestria Loads Up Shift4 Stock With 144,000 Shares Bought",AMZN,Yahoo RSS,0.0,0.784,0.216,0.296,positive
2026-02-21,Amazon's Diminished Free Cash Flow Makes It 'Difficult To Own:' Jim Cramer,AMZN,Yahoo RSS,0.158,0.633,0.209,0.2023,positive
2026-02-21,"Whetstone Dumps 79,000 monday.com Shares Worth $15.3 Million",AMZN,Yahoo RSS,0.229,0.424,0.347,0.1027,positive
2026-02-21,Warren Buffett’s Last Move Was Selling Amazon And Buying This Stock Instead,AMZN,Yahoo RSS,0.0,0.866,0.134,0.1779,positive
2026-02-19,"The Smartest Growth Stock to Buy With $1,000 Right Now - The Motley Fool",META,Google RSS,0.141,0.537,0.322,0.5719,positive
2026-02-19,"Meta cuts stock awards by 5% for most employees, FT reports - Yahoo Finance",META,Google RSS,0.128,0.698,0.174,0.2023,positive
2026-02-19,Meta cuts staff stock awards for a second straight year - Financial Times,META,Google RSS,0.129,0.585,0.287,0.4019,positive
2026-02-20,Meta slashes staff stock awards for a second year in a row- FT - Investing.com,META,Google RSS,0.101,0.73,0.169,0.296,positive
2026-02-20,Meta: The Direct AI Winner - Seeking Alpha,META,Google RSS,0.0,0.648,0.352,0.5859,positive
2026-02-20,Meta Stock Shrugs Off OpenAI’s Smart Glasses Ambitions - TipRanks,META,Google RSS,0.0,0.769,0.231,0.4019,positive
2026-02-20,Meta Platforms: Recent Significant Decline And The Longer-Term Story (NASDAQ:META) - Seeking Alpha,META,Google RSS,0.0,0.87,0.13,0.2023,positive
2026-02-20,"Meta's Data Quality Will, In My Opinion, Cause Its Moat To Widen (NASDAQ:META) - Seeking Alpha",META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta CEO Says “We Don’t Do That Anymore” as Teen Addiction Trial Puts META Stock Under Scrutiny - TipRanks,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta: The Market's Surprising Pessimism Offers Us A Solid Buying Opportunity (NASDAQ:META) - Seeking Alpha,META,Google RSS,0.125,0.55,0.325,0.4588,positive
2026-02-17,"Meta expands Nvidia deal to use millions of AI chips in data center build-out, including standalone CPUs - CNBC",META,Google RSS,0.0,0.928,0.072,0.1027,positive
2026-02-20,"Meta cuts stock awards by 5% for most employees, FT reports - Reuters",META,Google RSS,0.136,0.679,0.185,0.2023,positive
2026-02-18,"Nvidia, Meta stocks climb after expanded AI infrastructure pact; AMD down - Investing.com",META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Meta Stock: The Cheapest Magnificent Seven Buy in 2026 - techi.com,META,Google RSS,0.0,0.719,0.281,0.5994,positive
2026-02-19,Renaissance Technologies Just Ditched Meta Stock. Should You? - Barchart.com,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta Platforms Taps NVIDIA for AI Expansion: Buy or Hold META Stock? - Zacks Investment Research,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Meta Stock Climbs After a $50 Billion Nvidia Chip Deal: Here’s What Comes Next - TIKR.com,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Zuckerberg cuts Meta employee bonuses by 5%, follows 10% reduction last year, despite AI splurge — $130 billion capex vision and eye-watering AI pay packages force efficiency elsewhere in the business - Tom's Hardware",META,Google RSS,0.088,0.713,0.199,0.6705,positive
2026-02-21,Bill Ackman Bought Only 1 New Stock. Here’s Why the Billionaire is Bullish on Meta - 24/7 Wall St.,META,Google RSS,0.0,0.878,0.122,0.3612,positive
2026-02-20,Meta reportedly cuts stock awards by 5% for most employees - Tech in Asia,META,Google RSS,0.128,0.698,0.174,0.2023,positive
2026-02-22,A Billionaire Just Bet Big on This AI Stock. Should Investors Follow Suit? - The Motley Fool,META,Google RSS,0.153,0.847,0.0,-0.4404,negative
2026-02-22,Jim Cramer Believes Meta’s (META) Developing Its Own Cloud Business - Yahoo Finance,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,"2 ETFs Robinhood Retail Investors Favor Over Palantir, Alphabet, Meta, and Netflix Shares - The Motley Fool",META,Google RSS,0.133,0.642,0.225,0.25,positive
2026-02-22,"The Cheapest ""Magnificent Seven"" Stock Is a Screaming Buy Right Now - The Motley Fool",META,Google RSS,0.257,0.561,0.182,-0.1531,negative
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy? - Yahoo Finance,META,Google RSS,0.0,0.703,0.297,0.6705,positive
2026-02-22,Meta Platforms Just Gave Incredible News for Nvidia Investors - The Globe and Mail,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta Platforms Stock (META) Opinions on Hedge Funds' Stake Increases - Quiver Quantitative,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Nvidia Announces AI Partnership With Meta Platforms - Investor's Business Daily,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"Insider Sale: Chief Technology Officer of $META Sells 3,320 Shares - Quiver Quantitative",META,Google RSS,0.0,0.845,0.155,0.296,positive
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy? - The Motley Fool,META,Google RSS,0.136,0.607,0.257,0.3818,positive
2026-02-18,Meta Platforms: Why Strong Money Loves It - Seeking Alpha,META,Google RSS,0.0,0.533,0.467,0.7906,positive
2026-02-20,"Nvidia Stock, After Big Meta Chip News, Sets Up Ahead Of Quarterly Earnings Report - Investor's Business Daily",META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"As Meta and Nvidia Announce a Huge, Multi-Year Partnership, Which Is the Better Stock to Buy? - Barchart.com",META,Google RSS,0.0,0.755,0.245,0.6369,positive
2026-02-20,META Stock Today: February 20 — NVIDIA Deal Supercharges AI Buildout - Meyka,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Stanley Druckenmiller Ditched Meta Platforms Stock. Should You? - Barchart.com,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Nvidia and Meta stocks move on massive AI chip deal - thestreet.com,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Nvidia leads the stock market higher - timesleaderonline.com,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,NVIDIA and Meta Deepen Their AI Alliance—and the Spending Numbers Are Enormous - MarketBeat,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Tiger Global Management Trims Meta Platforms Stake Significantly - The Globe and Mail,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Meta’s Zuckerberg testifies about social media’s effects on children in landmark trial - CNN,META,Google RSS,0.0,0.909,0.091,0.0772,neutral
2026-02-18,Nvidia Wins Meta Deal. Its Gain Is Broadcom’s Loss. - Barron's,META,Google RSS,0.132,0.46,0.408,0.7003,positive
2026-02-18,"Fund Update: Pershing Square Capital Management, L.P. opened a $1.8B position in $META stock - Quiver Quantitative",META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Bill Ackman Allocates $2 Billion to Meta Amid AI Strategy Pivot - MLQ.ai,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Here's what potential investors should consider about a SpaceX IPO - Florida Today,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,"XN LP trims Meta Platforms stake, sells 69,006 shares - The Globe and Mail",META,Google RSS,0.0,0.855,0.145,0.296,positive
2026-02-19,"Billionaire Stanley Druckenmiller Sells Meta Platforms Stock and Buys an AI Stock Up 210,000% Since Its IPO - Nasdaq",META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Billionaire Stanley Druckenmiller Sells Meta Platforms Stock and Buys an AI Stock Up 210,000% Since Its IPO - The Motley Fool",META,Google RSS,0.127,0.873,0.0,-0.4404,negative
2026-02-20,"Gilder Gagnon Howe Trims Meta Platforms Stake, Sells 10K Shares - The Globe and Mail",META,Google RSS,0.0,0.864,0.136,0.296,positive
2026-02-21,Ray Dalio Sours On America And Sold These Tech Stocks - 24/7 Wall St.,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Meta Stock Wobbles as Mark Zuckerberg Testifies in Social Media Addiction Trial - TipRanks,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Meta stock in focus: Turkey opens kids-data review of Instagram and Facebook ahead of Monday trade - Bez Kabli,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Nvidia and Meta expand GPU team with millions of additional AI chips - Yahoo Finance,META,Google RSS,0.0,0.859,0.141,0.3182,positive
2026-02-20,Meta Platforms Cuts Stock Awards Given To Employees - Baystreet.ca,META,Google RSS,0.167,0.606,0.227,0.2023,positive
2026-02-20,Meta Platforms Trims Stock Awards as AI Investments Take Priority - TipRanks,META,Google RSS,0.0,0.786,0.214,0.4588,positive
2026-02-20,Meta (META) Stock; Inches Up Despite Broad Equity Reductions - CoinCentral,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta Platforms: The Architectural Pivot from Social Media to the AI Intelligence Layer - FinancialContent,META,Google RSS,0.0,0.819,0.181,0.4767,positive
2026-02-17,‘The Impunity of the Giants Must End’: Meta Stock Slides as Spain Launches AI Probe - TipRanks,META,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Meta Platforms (META) Stock: Revives Smartwatch Plans with AI and Health Features - CoinCentral,META,Google RSS,0.0,0.833,0.167,0.3818,positive
2026-02-19,Meta revives smartwatch plan with launch expected this year - report (META:NASDAQ) - Seeking Alpha,META,Google RSS,0.0,0.843,0.157,0.3818,positive
2026-02-20,Meta trims staff stock awards again as AI spending surge - HR Katha,META,Google RSS,0.0,0.8,0.2,0.4588,positive
2026-02-22,A Billionaire Just Bet Big on This AI Stock. Should Investors Follow Suit?,META,Bing RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,"Meta cuts stock awards by 5% for most employees, FT reports",META,Bing RSS,0.155,0.634,0.211,0.2023,positive
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy?,META,Bing RSS,0.0,0.645,0.355,0.6705,positive
2026-02-16,Ackman’s $2B Bet: Why Smart Money is Backing Up the Truck on “Deeply Discounted” Meta Stock,META,Bing RSS,0.0,0.787,0.213,0.4215,positive
2026-02-21,Bill Ackman bought only 1 new stock. Here’s why the billionaire is bullish on Meta,META,Bing RSS,0.0,0.848,0.152,0.3612,positive
2026-02-20,Meta: The Direct AI Winner,META,Bing RSS,0.0,0.513,0.487,0.5859,positive
2026-02-19,Meta trims staff stock bonuses amid AI push,META,Bing RSS,0.0,0.66,0.34,0.5574,positive
2026-02-19,Meta cuts stock awards by 5% for most employees: Report,META,Bing RSS,0.167,0.606,0.227,0.2023,positive
2026-02-22,"NVIDIA’s (NVDA) Cost of Ownership is Lower Than What People Think, Says Jim Cramer",META,Yahoo RSS,0.145,0.855,0.0,-0.296,negative
2026-02-22,Jim Cramer Believes Meta’s (META) Developing Its Own Cloud Business,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,The ‘Godfather of Data Centers’ Making Offers Big Tech Can’t Refuse,META,Yahoo RSS,0.18,0.82,0.0,-0.296,negative
2026-02-22,"NVIDIA Corporation (NVDA) Gains on Expanded Meta Partnership, Stifel Sees Structural AI Alignment",META,Yahoo RSS,0.0,0.833,0.167,0.34,positive
2026-02-22,How Apple’s Lazy AI Strategy Could Crush the Competition,META,Yahoo RSS,0.369,0.631,0.0,-0.4767,negative
2026-02-22,"2 ETFs Robinhood Retail Investors Favor Over Palantir, Alphabet, Meta, and Netflix Shares",META,Yahoo RSS,0.0,0.692,0.308,0.5994,positive
2026-02-22,Meta Platforms Just Gave Incredible News for Nvidia Investors,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,Wall Street’s Latest Bet Is on ‘HALO’ Companies With AI Immunity,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-22,"The Cheapest ""Magnificent Seven"" Stock Is a Screaming Buy Right Now",META,Yahoo RSS,0.168,0.581,0.252,0.3182,positive
2026-02-22,Broadcom's bold AI opportunity: Bank of America resets expectations,META,Yahoo RSS,0.0,0.565,0.435,0.6597,positive
2026-02-21,Ray Dalio Sours On America And Sold These Tech Stocks,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Charlie Munger Handed His Family Fortune Over to The Chinese Warren Buffett Who Flipped It Into $400 Million — 'We Made Unholy Good Returns',META,Yahoo RSS,0.0,0.888,0.112,0.4404,positive
2026-02-21,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,META,Yahoo RSS,0.0,0.652,0.348,0.7506,positive
2026-02-21,Bill Ackman Bought Only 1 New Stock. Here’s Why the Billionaire is Bullish on Meta,META,Yahoo RSS,0.0,0.848,0.152,0.3612,positive
2026-02-21,Nextech3D.ai sees revenue growth surge in Q3 - ICYMI,META,Yahoo RSS,0.0,0.755,0.245,0.3818,positive
2026-02-21,MarketBeat Week in Review – 02/16 - 02/20,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Should You Buy Oracle Stock Right Now?,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,1 Company Set to Make a Fortune from the $650 Billion Data Center Buildout,META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,"Should You Invest $1,000 in Oklo Right Now? 3 Things to Know First",META,Yahoo RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,“Netflix Does Not Need this Deal”: Netflix Stock (NASDAQ:NFLX) Notches Up as Warner Merger Looks Shaky - TipRanks,NFLX,Google RSS,0.101,0.899,0.0,-0.2263,negative
2026-02-20,Want to Win the Warner Bros. Discovery Takeover Battle? ‘Walk Away Now.’ - Barron's,NFLX,Google RSS,0.139,0.588,0.273,0.3612,positive
2026-02-21,"Gary Black Says Netflix Will Emerge As 'Victor' In Warner Bros. Takeover Bid, Sees Stock Rebound To $100 Even If Paramount Wins - Yahoo Finance",NFLX,Google RSS,0.0,0.866,0.134,0.5719,positive
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy? - The Motley Fool,NFLX,Google RSS,0.136,0.607,0.257,0.3818,positive
2026-02-19,Netflix Stock Slides As The Battle For Warner Bros Continues - Netflix (NASDAQ:NFLX) - Benzinga,NFLX,Google RSS,0.157,0.843,0.0,-0.3818,negative
2026-02-19,"Is Netflix Stock a Buy, Sell, or Hold in 2026? - Yahoo Finance",NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-21,Netflix Stock (NFLX) Slips as Seedance Spreads AI Fears - TipRanks,NFLX,Google RSS,0.219,0.781,0.0,-0.4215,negative
2026-02-19,"Is Netflix Stock a Buy, Sell, or Hold in 2026? - The Motley Fool",NFLX,Google RSS,0.182,0.818,0.0,-0.4404,negative
2026-02-18,"Down Nearly 40% From Its All-Time High, Is Netflix Stock Too Cheap to Ignore? - Nasdaq",NFLX,Google RSS,0.143,0.857,0.0,-0.3612,negative
2026-02-22,"2 ETFs Robinhood Retail Investors Favor Over Palantir, Alphabet, Meta, and Netflix Shares - Yahoo Finance",NFLX,Google RSS,0.0,0.741,0.259,0.5994,positive
2026-02-17,How Low Can Netflix Stock Go? - Forbes,NFLX,Google RSS,0.231,0.769,0.0,-0.2732,negative
2026-02-19,The $15 Stock That Missed Its IPO Window: Can You Still Buy Netflix Shares Now? - NAI500,NFLX,Google RSS,0.113,0.773,0.113,0.0,neutral
2026-02-21,What Could Spark the Next Big Move In Netflix Stock - Trefis,NFLX,Google RSS,0.0,0.853,0.147,0.2263,positive
2026-02-18,Netflix Stock Dropped 8% Last Month -- Here's What Happened - The Motley Fool,NFLX,Google RSS,0.182,0.818,0.0,-0.4404,negative
2026-02-19,Netflix Stock Faces Warner Bros. Discovery Battle And Deal Outcome Risks - Yahoo Finance,NFLX,Google RSS,0.281,0.719,0.0,-0.5719,negative
2026-02-18,Why Netflix Stock Is Worth Buying on This Pullback - The Motley Fool,NFLX,Google RSS,0.184,0.696,0.12,-0.25,negative
2026-02-18,Why Netflix Stock Is Worth Buying on This Pullback - Nasdaq,NFLX,Google RSS,0.0,0.84,0.16,0.2263,positive
2026-02-19,Why Is Netflix (NFLX) Down 8.6% Since Last Earnings Report? - Yahoo Finance,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,"Down Nearly 40% From Its All-Time High, Is Netflix Stock Too Cheap to Ignore? - The Motley Fool",NFLX,Google RSS,0.252,0.748,0.0,-0.6597,negative
2026-02-18,Netflix Stock Dropped 8% Last Month -- Here's What Happened - Nasdaq,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Meta Platforms vs. Netflix: Which Is the Better Growth Stock to Buy? - Yahoo Finance,NFLX,Google RSS,0.0,0.703,0.297,0.6705,positive
2026-02-22,"1 Stock-Split Stock to Buy Before It Soars 90%, According to a Wall Street Analyst - The Motley Fool",NFLX,Google RSS,0.139,0.861,0.0,-0.4404,negative
2026-02-22,3 Stock-Split Stocks to Buy Before They Soar Between 73% and 149% According to Select Wall Street Analysts - The Motley Fool,NFLX,Google RSS,0.121,0.879,0.0,-0.4404,negative
2026-02-21,What Could Rocket Netflix Stock to New Heights - Trefis,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Warner Bros reopens takeover talks with Paramount after receiving waiver from Netflix - PBS,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Netflix vs. Roku: Which Streaming Stock is the Better Buy-the-Dip Target? - Zacks Investment Research,NFLX,Google RSS,0.0,0.828,0.172,0.4404,positive
2026-02-20,"Billionaire Philippe Laffont Sells Nvidia Stock and Buys a Stock-Split Stock Up 20,000% in 20 Years - Yahoo Finance",NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-18,Warner Bros. Discovery: Acquisition Talks Reopened for Paramount as Vote on Netflix Offer Is Set - Morningstar Canada,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,These Experts Think Netflix Will Be Fine Even If It Doesn't Get to Buy Warner Bros. - Investopedia,NFLX,Google RSS,0.0,0.904,0.096,0.2023,positive
2026-02-19,"Ted Sarandos Blames Netflix Stock Decline on Wbd Bidding War, Industry Uncertainty and AI - IMDb",NFLX,Google RSS,0.409,0.591,0.0,-0.8402,negative
2026-02-17,Netflix Gives Paramount One Last Chance In Warner Bros. Bidding War. All Three Stocks Climb. - Investor's Business Daily,NFLX,Google RSS,0.17,0.742,0.087,-0.4404,negative
2026-02-19,Netflix (NASDAQ:NFLX) Shares Down 1.3% - What's Next? - MarketBeat,NFLX,Google RSS,0.0,0.804,0.196,0.296,positive
2026-02-18,"‘Deal Risk Overblown,’ Says Analyst as Netflix Stock Tests Investor Patience - TipRanks",NFLX,Google RSS,0.149,0.851,0.0,-0.2732,negative
2026-02-17,Gary Black Sees Warner Bros Deal Uncertainty As ‘Overhang’ On Netflix Stock - Stocktwits,NFLX,Google RSS,0.156,0.844,0.0,-0.34,negative
2026-02-21,Netflix stock closes higher as Warner bid deadline looms — what to watch Monday - TechStock²,NFLX,Google RSS,0.096,0.904,0.0,-0.1531,negative
2026-02-18,Why Netflix Stock Is Worth Buying on This Pullback - AOL.com,NFLX,Google RSS,0.0,0.84,0.16,0.2263,positive
2026-02-19,Netflix vs. Comcast: Which Media Stock Has an Edge Right Now? - TradingView,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,Netflix (NFLX) Valuation Check After Recent Share Price Weakness And Long Term Return Strength - Yahoo Finance,NFLX,Google RSS,0.126,0.631,0.243,0.3818,positive
2026-02-19,"Ted Sarandos Blames Netflix Stock Decline on WBD Bidding War, Industry Uncertainty and AI - TheWrap",NFLX,Google RSS,0.409,0.591,0.0,-0.8402,negative
2026-02-19,"25,000 Shares in Netflix, Inc. $NFLX Bought by Bornite Capital Management LP - MarketBeat",NFLX,Google RSS,0.0,0.855,0.145,0.296,positive
2026-02-18,Netflix stock analysis shows buyers quietly regaining control - investingLive,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-20,Apple Just Took a Page Straight Out of the Netflix Playbook. Here's Why It Could Be a Brilliant Move - The Motley Fool,NFLX,Google RSS,0.101,0.699,0.199,0.4215,positive
2026-02-17,Warner Bros. reopens takeover talks with Paramount after receiving waiver from Netflix - Spectrum News,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-17,"‘Not the Only Game in Town,’ Says Top Investor About Netflix Stock - TipRanks",NFLX,Google RSS,0.0,0.878,0.122,0.2023,positive
2026-02-20,"Billionaire Philippe Laffont Sells Nvidia Stock and Buys a Stock-Split Stock Up 20,000% in 20 Years - The Globe and Mail",NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
2026-02-19,Netflix Stock Dips Amid Warner Bros. Discovery Acquisition News - techi.com,NFLX,Google RSS,0.0,1.0,0.0,0.0,neutral
